taxon1,taxon2,taxon3,taxon4,CF12.34,CF13.24,CF14.23
Bsch_0,En_2,Hau_0,Jm_0,0.331,0.353,0.316
Bsch_0,En_2,Et_0,Yo_0,0.229,0.527,0.244
Bsch_0,En_2,Ha_0,Kro_0,0.331,0.31,0.359
Bsch_0,En_2,Ha_0,Nw_0,0.359,0.296,0.345
Bsch_0,En_2,Et_0,Uk_1,0.299,0.378,0.322
Bsch_0,En_2,Ha_0,Pna_17,0.315,0.335,0.35
Bsch_0,En_2,Hau_0,Is_0,0.226,0.257,0.516
Bsch_0,En_2,Ha_0,Van_0,0.266,0.257,0.478
Bsch_0,En_2,Hau_0,Pla_0,0.356,0.326,0.318
Bsch_0,En_2,Hau_0,Kro_0,0.236,0.514,0.249
Bsch_0,En_2,Ha_0,Is_0,0.212,0.212,0.576
Bsch_0,En_2,Hau_0,Mnz_0,0.459,0.261,0.28
Bsch_0,En_2,Ha_0,Pla_0,0.231,0.235,0.535
Bsch_0,En_2,Hau_0,Ragl_1,0.315,0.36,0.325
Bsch_0,En_2,Hau_0,Qar_8a,0.35,0.367,0.283
Bsch_0,En_2,Hau_0,Rome_1,0.27,0.428,0.302
Bsch_0,En_2,Ha_0,Yo_0,0.337,0.318,0.345
Bsch_0,En_2,Hau_0,Tu_0,0.261,0.367,0.373
Bsch_0,En_2,Is_0,Jm_0,0.223,0.525,0.253
Bsch_0,En_2,Hau_0,Tha_1,0.349,0.291,0.36
Bsch_0,En_2,Is_0,Tha_1,0.263,0.497,0.239
Bsch_0,En_2,Hau_0,Yo_0,0.275,0.499,0.226
Bsch_0,En_2,Hau_0,Vind_1,0.291,0.426,0.283
Bsch_0,En_2,Hau_0,Uod_1,0.364,0.327,0.309
Bsch_0,En_2,Hau_0,Van_0,0.278,0.429,0.293
Bsch_0,En_2,Is_0,Uod_1,0.249,0.513,0.238
Bsch_0,En_2,Hey_1,Jm_0,0.269,0.432,0.299
Bsch_0,En_2,Hey_1,Kro_0,0.224,0.534,0.243
Bsch_0,En_2,Hey_1,Van_0,0.284,0.456,0.261
Bsch_0,En_2,Hau_0,Wa_1,0.392,0.295,0.313
Bsch_0,En_2,Hau_0,Wt_5,0.323,0.302,0.376
Bsch_0,En_2,Is_0,Kro_0,0.204,0.552,0.245
Bsch_0,En_2,Hey_1,Pna_17,0.244,0.535,0.222
Bsch_0,En_2,Hey_1,Is_0,0.287,0.245,0.468
Bsch_0,En_2,Hey_1,Mnz_0,0.347,0.371,0.283
Bsch_0,En_2,Hey_1,Nw_0,0.235,0.52,0.245
Bsch_0,En_2,Hey_1,Rome_1,0.259,0.47,0.271
Bsch_0,En_2,Hey_1,Qar_8a,0.293,0.441,0.267
Bsch_0,En_2,Hey_1,Pla_0,0.317,0.398,0.285
Bsch_0,En_2,Hey_1,Wa_1,0.334,0.378,0.288
Bsch_0,En_2,Hey_1,Vind_1,0.299,0.46,0.242
Bsch_0,En_2,Hey_1,Tu_0,0.26,0.398,0.342
Bsch_0,En_2,Hey_1,Ragl_1,0.287,0.414,0.299
Bsch_0,En_2,Hey_1,Tha_1,0.41,0.306,0.284
Bsch_0,En_2,Hey_1,Uod_1,0.295,0.396,0.309
Bsch_0,En_2,Hey_1,Uk_1,0.298,0.442,0.26
Bsch_0,En_2,Hey_1,Yo_0,0.25,0.526,0.223
Bsch_0,En_2,Is_0,Mnz_0,0.273,0.485,0.242
Bsch_0,En_2,Hey_1,Wt_5,0.315,0.349,0.336
Bsch_0,En_2,Is_0,Van_0,0.208,0.558,0.234
Bsch_0,En_2,Jm_0,Tha_1,0.251,0.327,0.422
Bsch_0,En_2,Is_0,Vind_1,0.218,0.554,0.228
Bsch_0,En_2,Is_0,Wa_1,0.236,0.52,0.244
Bsch_0,En_2,Is_0,Rome_1,0.203,0.562,0.235
Bsch_0,En_2,Is_0,Nw_0,0.238,0.541,0.221
Bsch_0,En_2,Is_0,Wt_5,0.248,0.472,0.281
Bsch_0,En_2,Is_0,Tu_0,0.26,0.492,0.248
Bsch_0,En_2,Is_0,Pla_0,0.251,0.516,0.234
Bsch_0,En_2,Is_0,Ragl_1,0.252,0.483,0.265
Bsch_0,En_2,Jm_0,Mnz_0,0.31,0.316,0.374
Bsch_0,En_2,Is_0,Yo_0,0.222,0.561,0.217
Bsch_0,En_2,Jm_0,Nw_0,0.24,0.508,0.252
Bsch_0,En_2,Jm_0,Qar_8a,0.307,0.378,0.315
Bsch_0,En_2,Jm_0,Pna_17,0.254,0.525,0.222
Bsch_0,En_2,Jm_0,Pla_0,0.308,0.333,0.359
Bsch_0,En_2,Jm_0,Ragl_1,0.249,0.376,0.374
Bsch_0,En_2,Jm_0,Rome_1,0.303,0.425,0.272
Bsch_0,En_2,Is_0,Pna_17,0.194,0.58,0.226
Bsch_0,En_2,Is_0,Uk_1,0.245,0.559,0.196
Bsch_0,En_2,Jm_0,Uod_1,0.36,0.314,0.326
Bsch_0,En_2,Jm_0,Wa_1,0.353,0.298,0.349
Bsch_0,En_2,Jm_0,Yo_0,0.249,0.524,0.227
Bsch_0,En_2,Kro_0,Vind_1,0.262,0.275,0.463
Bsch_0,En_2,Jm_0,Vind_1,0.308,0.425,0.267
Bsch_0,En_2,Is_0,Qar_8a,0.228,0.55,0.222
Bsch_0,En_2,Kro_0,Wt_5,0.227,0.225,0.548
Bsch_0,En_2,Kro_0,Pla_0,0.239,0.243,0.518
Bsch_0,En_2,Mnz_0,Tha_1,0.362,0.297,0.341
Bsch_0,En_2,Kro_0,Mnz_0,0.263,0.225,0.512
Bsch_0,En_2,Kro_0,Tha_1,0.23,0.275,0.495
Bsch_0,En_2,Kro_0,Tu_0,0.237,0.263,0.499
Bsch_0,En_2,Kro_0,Uk_1,0.183,0.326,0.491
Bsch_0,En_2,Kro_0,Ragl_1,0.266,0.239,0.495
Bsch_0,En_2,Jm_0,Kro_0,0.236,0.513,0.252
Bsch_0,En_2,Kro_0,Nw_0,0.337,0.328,0.335
Bsch_0,En_2,Kro_0,Pna_17,0.304,0.37,0.326
Bsch_0,En_2,Jm_0,Tu_0,0.273,0.337,0.391
Bsch_0,En_2,Kro_0,Qar_8a,0.233,0.281,0.486
Bsch_0,En_2,Mnz_0,Uod_1,0.368,0.334,0.298
Bsch_0,En_2,Kro_0,Van_0,0.262,0.267,0.47
Bsch_0,En_2,Kro_0,Uod_1,0.234,0.26,0.506
Bsch_0,En_2,Mnz_0,Nw_0,0.265,0.504,0.231
Bsch_0,En_2,Jm_0,Uk_1,0.298,0.391,0.311
Bsch_0,En_2,Nw_0,Yo_0,0.317,0.366,0.316
Bsch_0,En_2,Mnz_0,Pla_0,0.369,0.337,0.294
Bsch_0,En_2,Mnz_0,Ragl_1,0.299,0.378,0.322
Bsch_0,En_2,Mnz_0,Yo_0,0.26,0.522,0.218
Bsch_0,En_2,Nw_0,Pla_0,0.233,0.261,0.506
Bsch_0,En_2,Mnz_0,Vind_1,0.301,0.433,0.266
Bsch_0,En_2,Mnz_0,Tu_0,0.288,0.357,0.355
Bsch_0,En_2,Jm_0,Wt_5,0.257,0.322,0.421
Bsch_0,En_2,Kro_0,Wa_1,0.255,0.239,0.505
Bsch_0,En_2,Nw_0,Tha_1,0.239,0.278,0.483
Bsch_0,En_2,Mnz_0,Uk_1,0.301,0.411,0.289
Bsch_0,En_2,Mnz_0,Van_0,0.286,0.436,0.278
Bsch_0,En_2,Nw_0,Wt_5,0.238,0.23,0.532
Bsch_0,En_2,Nw_0,Tu_0,0.225,0.265,0.51
Bsch_0,En_2,Mnz_0,Wa_1,0.399,0.301,0.3
Bsch_0,En_2,Mnz_0,Pna_17,0.254,0.533,0.212
Bsch_0,En_2,Mnz_0,Wt_5,0.486,0.233,0.281
Bsch_0,En_2,Kro_0,Rome_1,0.252,0.281,0.466
Bsch_0,En_2,Jm_0,Van_0,0.294,0.415,0.291
Bsch_0,En_2,Pla_0,Pna_17,0.256,0.516,0.228
Bsch_0,En_2,Nw_0,Uod_1,0.218,0.286,0.496
Bsch_0,En_2,Mnz_0,Rome_1,0.288,0.436,0.275
Bsch_0,En_2,Nw_0,Uk_1,0.208,0.328,0.464
Bsch_0,En_2,Mnz_0,Qar_8a,0.364,0.376,0.26
Bsch_0,En_2,Pla_0,Qar_8a,0.398,0.344,0.258
Bsch_0,En_2,Kro_0,Yo_0,0.33,0.342,0.328
Bsch_0,En_2,Nw_0,Wa_1,0.234,0.263,0.503
Bsch_0,En_2,Pla_0,Tha_1,0.337,0.299,0.364
Bsch_0,En_2,Nw_0,Rome_1,0.255,0.289,0.456
Bsch_0,En_2,Pna_17,Vind_1,0.313,0.241,0.446
Bsch_0,En_2,Nw_0,Ragl_1,0.289,0.222,0.49
Bsch_0,En_2,Pla_0,Yo_0,0.255,0.516,0.228
Bsch_0,En_2,Pla_0,Van_0,0.327,0.406,0.267
Bsch_0,En_2,Pna_17,Qar_8a,0.259,0.244,0.497
Bsch_0,En_2,Nw_0,Vind_1,0.247,0.284,0.469
Bsch_0,En_2,Pla_0,Rome_1,0.324,0.414,0.262
Bsch_0,En_2,Pla_0,Wa_1,0.357,0.306,0.338
Bsch_0,En_2,Pla_0,Wt_5,0.292,0.314,0.394
Bsch_0,En_2,Nw_0,Van_0,0.239,0.292,0.469
Bsch_0,En_2,Pla_0,Ragl_1,0.313,0.349,0.338
Bsch_0,En_2,Qar_8a,Ragl_1,0.287,0.321,0.392
Bsch_0,En_2,Pla_0,Uk_1,0.313,0.383,0.304
Bsch_0,En_2,Pla_0,Uod_1,0.36,0.32,0.319
Bsch_0,En_2,Pna_17,Ragl_1,0.24,0.235,0.525
Bsch_0,En_2,Nw_0,Pna_17,0.297,0.382,0.322
Bsch_0,En_2,Pna_17,Uk_1,0.204,0.309,0.487
Bsch_0,En_2,Nw_0,Qar_8a,0.238,0.288,0.474
Bsch_0,En_2,Pna_17,Yo_0,0.44,0.267,0.293
Bsch_0,En_2,Pna_17,Uod_1,0.249,0.24,0.511
Bsch_0,En_2,Pla_0,Vind_1,0.312,0.425,0.263
Bsch_0,En_2,Pna_17,Wa_1,0.249,0.228,0.523
Bsch_0,En_2,Pna_17,Rome_1,0.275,0.253,0.472
Bsch_0,En_2,Qar_8a,Rome_1,0.31,0.39,0.3
Bsch_0,En_2,Pna_17,Van_0,0.288,0.251,0.461
Bsch_0,En_2,Pla_0,Tu_0,0.284,0.355,0.36
Bsch_0,En_2,Ragl_1,Vind_1,0.23,0.442,0.328
Bsch_0,En_2,Pna_17,Tu_0,0.211,0.263,0.527
Bsch_0,En_2,Pna_17,Tha_1,0.265,0.246,0.488
Bsch_0,En_2,Qar_8a,Tha_1,0.336,0.263,0.401
Bsch_0,En_2,Qar_8a,Tu_0,0.273,0.326,0.401
Bsch_0,En_2,Pna_17,Wt_5,0.234,0.214,0.552
Bsch_0,En_2,Qar_8a,Uk_1,0.306,0.344,0.35
Bsch_0,En_2,Qar_8a,Uod_1,0.355,0.274,0.371
Bsch_0,En_2,Ragl_1,Tha_1,0.258,0.347,0.395
Bsch_0,En_2,Uk_1,Van_0,0.242,0.399,0.36
Bsch_0,En_2,Qar_8a,Van_0,0.292,0.387,0.321
Bsch_0,En_2,Wa_1,Yo_0,0.256,0.516,0.228
Bsch_0,En_2,Ragl_1,Uod_1,0.325,0.342,0.333
Bsch_0,En_2,Qar_8a,Yo_0,0.266,0.478,0.256
Bsch_0,En_2,Tha_1,Wt_5,0.314,0.329,0.357
Bsch_0,Et_0,Ha_0,Jm_0,0.355,0.299,0.346
Bsch_0,En_2,Tu_0,Yo_0,0.229,0.51,0.261
Bsch_0,En_2,Ragl_1,Tu_0,0.205,0.384,0.411
Bsch_0,En_2,Ragl_1,Rome_1,0.224,0.451,0.324
Bsch_0,En_2,Tu_0,Vind_1,0.254,0.448,0.298
Bsch_0,En_2,Rome_1,Yo_0,0.258,0.475,0.267
Bsch_0,En_2,Ragl_1,Wa_1,0.305,0.334,0.361
Bsch_0,En_2,Qar_8a,Vind_1,0.316,0.383,0.301
Bsch_0,En_2,Rome_1,Tha_1,0.286,0.276,0.438
Bsch_0,En_2,Rome_1,Uk_1,0.252,0.355,0.393
Bsch_0,En_2,Tha_1,Yo_0,0.267,0.481,0.252
Bsch_0,En_2,Rome_1,Tu_0,0.242,0.314,0.444
Bsch_0,En_2,Rome_1,Wt_5,0.26,0.267,0.473
Bsch_0,En_2,Ragl_1,Van_0,0.257,0.431,0.312
Bsch_0,En_2,Qar_8a,Wa_1,0.364,0.26,0.376
Bsch_0,En_2,Uk_1,Yo_0,0.193,0.492,0.314
Bsch_0,En_2,Tha_1,Van_0,0.287,0.434,0.279
Bsch_0,En_2,Ragl_1,Uk_1,0.303,0.371,0.326
Bsch_0,En_2,Ragl_1,Yo_0,0.251,0.511,0.237
Bsch_0,En_2,Tha_1,Vind_1,0.302,0.433,0.265
Bsch_0,En_2,Tha_1,Uk_1,0.259,0.45,0.291
Bsch_0,En_2,Uk_1,Wa_1,0.318,0.286,0.396
Bsch_0,En_2,Tha_1,Tu_0,0.27,0.382,0.348
Bsch_0,En_2,Ragl_1,Wt_5,0.261,0.314,0.425
Bsch_0,En_2,Qar_8a,Wt_5,0.305,0.271,0.424
Bsch_0,En_2,Tu_0,Uk_1,0.234,0.431,0.336
Bsch_0,En_2,Tu_0,Uod_1,0.297,0.357,0.346
Bsch_0,En_2,Uk_1,Wt_5,0.276,0.274,0.45
Bsch_0,En_2,Tu_0,Van_0,0.262,0.43,0.308
Bsch_0,En_2,Tha_1,Uod_1,0.307,0.381,0.312
Bsch_0,En_2,Uod_1,Wa_1,0.391,0.291,0.318
Bsch_0,En_2,Rome_1,Wa_1,0.299,0.269,0.432
Bsch_0,En_2,Rome_1,Vind_1,0.407,0.303,0.29
Bsch_0,En_2,Tu_0,Wa_1,0.278,0.351,0.371
Bsch_0,En_2,Uod_1,Wt_5,0.312,0.303,0.385
Bsch_0,En_2,Vind_1,Wa_1,0.286,0.276,0.438
Bsch_0,En_2,Wt_5,Yo_0,0.217,0.557,0.226
Bsch_0,En_2,Tu_0,Wt_5,0.291,0.321,0.388
Bsch_0,En_2,Uk_1,Uod_1,0.344,0.282,0.374
Bsch_0,En_2,Uk_1,Vind_1,0.251,0.403,0.346
Bsch_0,En_2,Uod_1,Yo_0,0.232,0.508,0.26
Bsch_0,En_2,Vind_1,Yo_0,0.299,0.451,0.25
Bsch_0,Et_0,Ha_0,Is_0,0.252,0.209,0.538
Bsch_0,Et_0,Ha_0,Hey_1,0.327,0.274,0.399
Bsch_0,En_2,Uod_1,Van_0,0.28,0.421,0.299
Bsch_0,Et_0,Ha_0,Nw_0,0.562,0.199,0.238
Bsch_0,En_2,Van_0,Wt_5,0.26,0.27,0.47
Bsch_0,En_2,Uod_1,Vind_1,0.301,0.416,0.283
Bsch_0,En_2,Van_0,Wa_1,0.281,0.283,0.435
Bsch_0,Et_0,Ha_0,Kro_0,0.538,0.209,0.253
Bsch_0,En_2,Tha_1,Wa_1,0.357,0.349,0.294
Bsch_0,En_2,Vind_1,Wt_5,0.277,0.253,0.47
Bsch_0,En_2,Van_0,Vind_1,0.446,0.283,0.271
Bsch_0,En_2,Van_0,Yo_0,0.272,0.464,0.265
Bsch_0,Et_0,Ha_0,Hau_0,0.298,0.339,0.363
Bsch_0,En_2,Rome_1,Van_0,0.395,0.302,0.304
Bsch_0,En_2,Rome_1,Uod_1,0.296,0.284,0.42
Bsch_0,Et_0,Ha_0,Uod_1,0.326,0.317,0.357
Bsch_0,En_2,Wa_1,Wt_5,0.312,0.31,0.378
Bsch_0,Et_0,Ha_0,Vind_1,0.452,0.27,0.277
Bsch_0,Et_0,Hau_0,Hey_1,0.307,0.286,0.407
Bsch_0,Et_0,Ha_0,Qar_8a,0.343,0.354,0.303
Bsch_0,Et_0,Ha_0,Ragl_1,0.376,0.267,0.357
Bsch_0,Et_0,Ha_0,Uk_1,0.306,0.329,0.365
Bsch_0,Et_0,Ha_0,Rome_1,0.422,0.279,0.299
Bsch_0,Et_0,Ha_0,Tha_1,0.325,0.273,0.402
Bsch_0,Et_0,Ha_0,Pna_17,0.519,0.244,0.236
Bsch_0,Et_0,Ha_0,Yo_0,0.543,0.218,0.239
Bsch_0,Et_0,Ha_0,Tu_0,0.333,0.264,0.403
Bsch_0,Et_0,Hau_0,Is_0,0.234,0.232,0.534
Bsch_0,Et_0,Ha_0,Mnz_0,0.324,0.323,0.353
Bsch_0,Et_0,Ha_0,Pla_0,0.285,0.399,0.317
Bsch_0,Et_0,Is_0,Qar_8a,0.25,0.55,0.2
Bsch_0,Et_0,Hau_0,Mnz_0,0.462,0.257,0.28
Bsch_0,Et_0,Ha_0,Van_0,0.434,0.28,0.286
Bsch_0,Et_0,Hau_0,Nw_0,0.284,0.346,0.37
Bsch_0,Et_0,Ha_0,Wa_1,0.325,0.325,0.351
Bsch_0,Et_0,Hau_0,Uod_1,0.346,0.316,0.338
Bsch_0,Et_0,Hau_0,Yo_0,0.353,0.331,0.316
Bsch_0,Et_0,Hey_1,Jm_0,0.29,0.408,0.301
Bsch_0,Et_0,Hey_1,Qar_8a,0.307,0.429,0.264
Bsch_0,Et_0,Hau_0,Jm_0,0.326,0.343,0.331
Bsch_0,Et_0,Hau_0,Wa_1,0.375,0.306,0.32
Bsch_0,Et_0,Hey_1,Tu_0,0.285,0.363,0.352
Bsch_0,Et_0,Hau_0,Pla_0,0.308,0.388,0.304
Bsch_0,Et_0,Hau_0,Qar_8a,0.34,0.364,0.296
Bsch_0,Et_0,Hau_0,Tu_0,0.29,0.301,0.409
Bsch_0,Et_0,Hau_0,Tha_1,0.365,0.265,0.37
Bsch_0,Et_0,Hey_1,Wa_1,0.336,0.379,0.285
Bsch_0,Et_0,Hey_1,Vind_1,0.311,0.415,0.274
Bsch_0,Et_0,Hey_1,Van_0,0.306,0.414,0.28
Bsch_0,Et_0,Hau_0,Ragl_1,0.325,0.299,0.376
Bsch_0,Et_0,Is_0,Mnz_0,0.3,0.493,0.207
Bsch_0,Et_0,Hau_0,Vind_1,0.315,0.353,0.332
Bsch_0,Et_0,Is_0,Pla_0,0.245,0.56,0.194
Bsch_0,Et_0,Hau_0,Wt_5,0.335,0.262,0.404
Bsch_0,Et_0,Is_0,Nw_0,0.28,0.509,0.211
Bsch_0,Et_0,Hey_1,Nw_0,0.308,0.39,0.302
Bsch_0,Et_0,Jm_0,Kro_0,0.349,0.315,0.336
Bsch_0,Et_0,Hey_1,Pna_17,0.302,0.414,0.285
Bsch_0,Et_0,Hey_1,Is_0,0.295,0.216,0.489
Bsch_0,Et_0,Hey_1,Pla_0,0.294,0.442,0.264
Bsch_0,Et_0,Hey_1,Mnz_0,0.354,0.367,0.279
Bsch_0,Et_0,Hey_1,Uod_1,0.296,0.398,0.306
Bsch_0,Et_0,Hau_0,Rome_1,0.306,0.339,0.355
Bsch_0,Et_0,Hey_1,Kro_0,0.3,0.394,0.307
Bsch_0,Et_0,Hey_1,Ragl_1,0.324,0.354,0.322
Bsch_0,Et_0,Is_0,Tu_0,0.275,0.493,0.232
Bsch_0,Et_0,Hey_1,Tha_1,0.429,0.285,0.286
Bsch_0,Et_0,Hey_1,Rome_1,0.276,0.422,0.302
Bsch_0,Et_0,Hey_1,Uk_1,0.335,0.37,0.295
Bsch_0,Et_0,Is_0,Jm_0,0.231,0.535,0.235
Bsch_0,Et_0,Hey_1,Yo_0,0.326,0.394,0.28
Bsch_0,Et_0,Is_0,Kro_0,0.241,0.524,0.235
Bsch_0,Et_0,Is_0,Pna_17,0.234,0.545,0.221
Bsch_0,Et_0,Jm_0,Nw_0,0.358,0.322,0.32
Bsch_0,Et_0,Hey_1,Wt_5,0.334,0.329,0.337
Bsch_0,Et_0,Ha_0,Wt_5,0.326,0.267,0.407
Bsch_0,Et_0,Hau_0,Pna_17,0.332,0.344,0.324
Bsch_0,Et_0,Is_0,Rome_1,0.231,0.538,0.232
Bsch_0,Et_0,Is_0,Uod_1,0.263,0.522,0.215
Bsch_0,Et_0,Is_0,Ragl_1,0.266,0.496,0.238
Bsch_0,Et_0,Is_0,Tha_1,0.297,0.48,0.224
Bsch_0,Et_0,Is_0,Wt_5,0.274,0.485,0.241
Bsch_0,Et_0,Is_0,Van_0,0.226,0.55,0.224
Bsch_0,Et_0,Jm_0,Pla_0,0.28,0.415,0.304
Bsch_0,Et_0,Is_0,Vind_1,0.233,0.554,0.212
Bsch_0,Et_0,Is_0,Wa_1,0.244,0.529,0.227
Bsch_0,Et_0,Hau_0,Uk_1,0.315,0.326,0.359
Bsch_0,Et_0,Hau_0,Kro_0,0.309,0.337,0.354
Bsch_0,Et_0,Hau_0,Van_0,0.308,0.347,0.345
Bsch_0,Et_0,Jm_0,Wa_1,0.349,0.323,0.328
Bsch_0,Et_0,Jm_0,Ragl_1,0.288,0.333,0.379
Bsch_0,Et_0,Is_0,Uk_1,0.278,0.514,0.208
Bsch_0,Et_0,Jm_0,Mnz_0,0.306,0.342,0.352
Bsch_0,Et_0,Is_0,Yo_0,0.256,0.524,0.22
Bsch_0,Et_0,Jm_0,Uk_1,0.35,0.324,0.327
Bsch_0,Et_0,Jm_0,Rome_1,0.381,0.311,0.308
Bsch_0,Et_0,Jm_0,Pna_17,0.357,0.342,0.301
Bsch_0,Et_0,Jm_0,Yo_0,0.361,0.328,0.31
Bsch_0,Et_0,Kro_0,Nw_0,0.54,0.235,0.225
Bsch_0,Et_0,Jm_0,Van_0,0.353,0.343,0.305
Bsch_0,Et_0,Jm_0,Qar_8a,0.328,0.376,0.296
Bsch_0,Et_0,Jm_0,Tha_1,0.285,0.312,0.403
Bsch_0,Et_0,Kro_0,Pna_17,0.516,0.266,0.218
Bsch_0,Et_0,Mnz_0,Uk_1,0.303,0.34,0.357
Bsch_0,Et_0,Jm_0,Uod_1,0.365,0.319,0.315
Bsch_0,Et_0,Nw_0,Vind_1,0.413,0.308,0.279
Bsch_0,Et_0,Kro_0,Ragl_1,0.395,0.283,0.322
Bsch_0,Et_0,Kro_0,Rome_1,0.424,0.301,0.275
Bsch_0,Et_0,Kro_0,Uk_1,0.298,0.355,0.347
Bsch_0,Et_0,Kro_0,Yo_0,0.537,0.247,0.216
Bsch_0,Et_0,Kro_0,Wt_5,0.331,0.284,0.385
Bsch_0,Et_0,Kro_0,Qar_8a,0.351,0.374,0.275
Bsch_0,Et_0,Kro_0,Pla_0,0.284,0.423,0.293
Bsch_0,Et_0,Mnz_0,Nw_0,0.336,0.335,0.33
Bsch_0,Et_0,Kro_0,Tu_0,0.355,0.282,0.364
Bsch_0,Et_0,Mnz_0,Ragl_1,0.317,0.312,0.371
Bsch_0,Et_0,Mnz_0,Rome_1,0.311,0.349,0.34
Bsch_0,Et_0,Mnz_0,Pna_17,0.334,0.354,0.312
Bsch_0,Et_0,Kro_0,Tha_1,0.299,0.31,0.391
Bsch_0,Et_0,Kro_0,Uod_1,0.329,0.345,0.326
Bsch_0,Et_0,Kro_0,Mnz_0,0.337,0.334,0.329
Bsch_0,Et_0,Kro_0,Van_0,0.427,0.303,0.269
Bsch_0,Et_0,Pla_0,Uk_1,0.31,0.28,0.41
Bsch_0,Et_0,Kro_0,Vind_1,0.433,0.304,0.263
Bsch_0,Et_0,Kro_0,Wa_1,0.318,0.352,0.331
Bsch_0,Et_0,Nw_0,Qar_8a,0.344,0.376,0.281
Bsch_0,Et_0,Jm_0,Tu_0,0.307,0.297,0.396
Bsch_0,Et_0,Mnz_0,Tha_1,0.374,0.273,0.352
Bsch_0,Et_0,Mnz_0,Tu_0,0.313,0.296,0.39
Bsch_0,Et_0,Mnz_0,Qar_8a,0.349,0.373,0.278
Bsch_0,Et_0,Mnz_0,Pla_0,0.306,0.399,0.295
Bsch_0,Et_0,Mnz_0,Yo_0,0.341,0.342,0.317
Bsch_0,Et_0,Nw_0,Pla_0,0.286,0.42,0.294
Bsch_0,Et_0,Mnz_0,Vind_1,0.323,0.356,0.321
Bsch_0,Et_0,Nw_0,Pna_17,0.497,0.27,0.233
Bsch_0,Et_0,Mnz_0,Uod_1,0.351,0.323,0.326
Bsch_0,Et_0,Pla_0,Yo_0,0.317,0.296,0.388
Bsch_0,Et_0,Mnz_0,Van_0,0.312,0.354,0.334
Bsch_0,Et_0,Nw_0,Rome_1,0.422,0.299,0.28
Bsch_0,Et_0,Nw_0,Tha_1,0.303,0.302,0.395
Bsch_0,Et_0,Mnz_0,Wa_1,0.383,0.313,0.304
Bsch_0,Et_0,Nw_0,Tu_0,0.33,0.288,0.382
Bsch_0,Et_0,Nw_0,Uod_1,0.29,0.356,0.354
Bsch_0,Et_0,Nw_0,Ragl_1,0.416,0.269,0.315
Bsch_0,Et_0,Nw_0,Van_0,0.399,0.315,0.286
Bsch_0,Et_0,Nw_0,Uk_1,0.316,0.345,0.339
Bsch_0,Et_0,Jm_0,Vind_1,0.366,0.336,0.298
Bsch_0,Et_0,Nw_0,Wa_1,0.293,0.361,0.345
Bsch_0,Et_0,Mnz_0,Wt_5,0.488,0.196,0.317
Bsch_0,Et_0,Pla_0,Pna_17,0.321,0.292,0.387
Bsch_0,Et_0,Jm_0,Wt_5,0.275,0.299,0.426
Bsch_0,Et_0,Pla_0,Tha_1,0.324,0.245,0.432
Bsch_0,Et_0,Pla_0,Qar_8a,0.356,0.3,0.344
Bsch_0,Et_0,Pla_0,Ragl_1,0.314,0.254,0.432
Bsch_0,Et_0,Pla_0,Tu_0,0.294,0.271,0.435
Bsch_0,Et_0,Pla_0,Rome_1,0.334,0.275,0.392
Bsch_0,Et_0,Pla_0,Uod_1,0.326,0.286,0.388
Bsch_0,Et_0,Pla_0,Van_0,0.325,0.289,0.386
Bsch_0,Et_0,Pna_17,Qar_8a,0.373,0.339,0.288
Bsch_0,Et_0,Pna_17,Rome_1,0.441,0.271,0.288
Bsch_0,Et_0,Qar_8a,Tu_0,0.305,0.265,0.43
Bsch_0,Et_0,Qar_8a,Rome_1,0.369,0.277,0.355
Bsch_0,Et_0,Nw_0,Yo_0,0.524,0.248,0.228
Bsch_0,Et_0,Pna_17,Tu_0,0.318,0.278,0.404
Bsch_0,Et_0,Nw_0,Wt_5,0.329,0.285,0.386
Bsch_0,Et_0,Pna_17,Van_0,0.444,0.282,0.273
Bsch_0,Et_0,Pna_17,Vind_1,0.476,0.26,0.264
Bsch_0,Et_0,Pna_17,Wa_1,0.313,0.336,0.351
Bsch_0,Et_0,Ragl_1,Yo_0,0.387,0.344,0.27
Bsch_0,Et_0,Pna_17,Uk_1,0.308,0.33,0.362
Bsch_0,Et_0,Pna_17,Uod_1,0.33,0.312,0.358
Bsch_0,Et_0,Pla_0,Vind_1,0.313,0.297,0.39
Bsch_0,Et_0,Pla_0,Wt_5,0.281,0.254,0.465
Bsch_0,Et_0,Pla_0,Wa_1,0.303,0.302,0.395
Bsch_0,Et_0,Qar_8a,Ragl_1,0.336,0.256,0.407
Bsch_0,Et_0,Pna_17,Wt_5,0.339,0.259,0.402
Bsch_0,Et_0,Pna_17,Yo_0,0.607,0.186,0.207
Bsch_0,Et_0,Tha_1,Uk_1,0.316,0.376,0.308
Bsch_0,Et_0,Qar_8a,Uod_1,0.373,0.278,0.349
Bsch_0,Et_0,Qar_8a,Uk_1,0.349,0.277,0.375
Bsch_0,Et_0,Tha_1,Vind_1,0.33,0.4,0.27
Bsch_0,Et_0,Qar_8a,Vind_1,0.367,0.286,0.347
Bsch_0,Et_0,Qar_8a,Van_0,0.34,0.304,0.355
Bsch_0,Et_0,Qar_8a,Wa_1,0.346,0.29,0.364
Bsch_0,Et_0,Ragl_1,Rome_1,0.3,0.388,0.313
Bsch_0,Et_0,Qar_8a,Tha_1,0.352,0.239,0.409
Bsch_0,Et_0,Pna_17,Tha_1,0.326,0.278,0.396
