taxon1,taxon2,taxon3,taxon4,CF12.34,CF13.24,CF14.23
Ha_0,Hey_1,Tu_0,Van_0,0.297,0.293,0.411
Ha_0,Is_0,Jm_0,Qar_8a,0.328,0.35,0.321
Ha_0,Hey_1,Wt_5,Yo_0,0.244,0.22,0.535
Ha_0,Hey_1,Wa_1,Wt_5,0.319,0.362,0.319
Ha_0,Hey_1,Tu_0,Vind_1,0.288,0.292,0.42
Ha_0,Hey_1,Van_0,Yo_0,0.271,0.26,0.47
Ha_0,Is_0,Jm_0,Mnz_0,0.299,0.415,0.286
Ha_0,Hey_1,Uk_1,Yo_0,0.233,0.24,0.527
Ha_0,Is_0,Kro_0,Pna_17,0.326,0.346,0.327
Ha_0,Is_0,Jm_0,Tha_1,0.253,0.454,0.293
Ha_0,Is_0,Jm_0,Nw_0,0.222,0.268,0.51
Ha_0,Is_0,Jm_0,Uod_1,0.363,0.343,0.294
Ha_0,Is_0,Kro_0,Vind_1,0.253,0.479,0.268
Ha_0,Is_0,Jm_0,Tu_0,0.277,0.433,0.29
Ha_0,Is_0,Kro_0,Qar_8a,0.245,0.533,0.222
Ha_0,Is_0,Kro_0,Mnz_0,0.242,0.572,0.186
Ha_0,Is_0,Jm_0,Ragl_1,0.263,0.372,0.365
Ha_0,Is_0,Jm_0,Wt_5,0.276,0.415,0.309
Ha_0,Is_0,Jm_0,Wa_1,0.339,0.342,0.32
Ha_0,Is_0,Jm_0,Kro_0,0.256,0.236,0.508
Ha_0,Is_0,Mnz_0,Pna_17,0.25,0.2,0.549
Ha_0,Is_0,Jm_0,Uk_1,0.334,0.381,0.286
Ha_0,Is_0,Jm_0,Van_0,0.305,0.279,0.416
Ha_0,Is_0,Jm_0,Vind_1,0.302,0.266,0.432
Ha_0,Is_0,Kro_0,Pla_0,0.243,0.54,0.216
Ha_0,Is_0,Jm_0,Pna_17,0.268,0.233,0.5
Ha_0,Is_0,Kro_0,Tu_0,0.251,0.547,0.201
Ha_0,Is_0,Kro_0,Uod_1,0.254,0.517,0.229
Ha_0,Is_0,Jm_0,Pla_0,0.321,0.382,0.297
Ha_0,Is_0,Kro_0,Rome_1,0.281,0.476,0.243
Ha_0,Is_0,Mnz_0,Wt_5,0.458,0.277,0.265
Ha_0,Is_0,Kro_0,Tha_1,0.218,0.547,0.234
Ha_0,Is_0,Jm_0,Yo_0,0.245,0.254,0.501
Ha_0,Is_0,Kro_0,Wa_1,0.253,0.507,0.24
Ha_0,Is_0,Mnz_0,Qar_8a,0.342,0.271,0.388
Ha_0,Is_0,Kro_0,Wt_5,0.237,0.564,0.199
Ha_0,Is_0,Kro_0,Van_0,0.28,0.47,0.25
Ha_0,Is_0,Kro_0,Nw_0,0.319,0.357,0.324
Ha_0,Is_0,Kro_0,Ragl_1,0.28,0.493,0.226
Ha_0,Is_0,Kro_0,Uk_1,0.215,0.548,0.236
Ha_0,Is_0,Mnz_0,Pla_0,0.349,0.303,0.348
Ha_0,Is_0,Mnz_0,Tha_1,0.328,0.358,0.314
Ha_0,Is_0,Mnz_0,Wa_1,0.367,0.278,0.355
Ha_0,Is_0,Mnz_0,Uod_1,0.347,0.298,0.354
Ha_0,Is_0,Mnz_0,Yo_0,0.234,0.21,0.556
Ha_0,Is_0,Mnz_0,Van_0,0.281,0.26,0.46
Ha_0,Is_0,Mnz_0,Ragl_1,0.275,0.302,0.423
Ha_0,Is_0,Mnz_0,Uk_1,0.302,0.345,0.353
Ha_0,Is_0,Mnz_0,Vind_1,0.268,0.25,0.482
Ha_0,Is_0,Mnz_0,Tu_0,0.27,0.371,0.358
Ha_0,Is_0,Kro_0,Yo_0,0.332,0.358,0.31
Ha_0,Is_0,Pna_17,Ragl_1,0.263,0.499,0.238
Ha_0,Is_0,Nw_0,Rome_1,0.241,0.489,0.27
Ha_0,Is_0,Nw_0,Qar_8a,0.212,0.53,0.258
Ha_0,Is_0,Mnz_0,Nw_0,0.203,0.221,0.576
Ha_0,Is_0,Pna_17,Uk_1,0.236,0.537,0.228
Ha_0,Is_0,Nw_0,Pla_0,0.206,0.545,0.249
Ha_0,Is_0,Pla_0,Rome_1,0.351,0.238,0.411
Ha_0,Is_0,Nw_0,Uk_1,0.201,0.543,0.256
Ha_0,Is_0,Nw_0,Tu_0,0.197,0.566,0.237
Ha_0,Is_0,Nw_0,Vind_1,0.199,0.488,0.313
Ha_0,Is_0,Qar_8a,Ragl_1,0.291,0.356,0.352
Ha_0,Is_0,Nw_0,Uod_1,0.185,0.536,0.278
Ha_0,Is_0,Mnz_0,Rome_1,0.289,0.257,0.454
Ha_0,Is_0,Pla_0,Uod_1,0.355,0.315,0.33
Ha_0,Is_0,Nw_0,Wa_1,0.198,0.524,0.278
Ha_0,Is_0,Nw_0,Wt_5,0.205,0.566,0.229
Ha_0,Is_0,Nw_0,Van_0,0.208,0.487,0.305
Ha_0,Is_0,Pla_0,Qar_8a,0.408,0.251,0.341
Ha_0,Is_0,Pla_0,Tu_0,0.292,0.38,0.328
Ha_0,Is_0,Pla_0,Tha_1,0.323,0.382,0.295
Ha_0,Is_0,Nw_0,Ragl_1,0.265,0.493,0.242
Ha_0,Is_0,Pla_0,Ragl_1,0.32,0.302,0.378
Ha_0,Is_0,Pla_0,Uk_1,0.341,0.348,0.31
Ha_0,Is_0,Pla_0,Van_0,0.344,0.238,0.418
Ha_0,Is_0,Pla_0,Vind_1,0.318,0.238,0.444
Ha_0,Is_0,Pla_0,Wt_5,0.308,0.372,0.321
Ha_0,Is_0,Pla_0,Yo_0,0.251,0.223,0.526
Ha_0,Is_0,Pna_17,Uod_1,0.27,0.495,0.235
Ha_0,Is_0,Nw_0,Tha_1,0.188,0.54,0.272
Ha_0,Is_0,Pna_17,Tu_0,0.229,0.552,0.22
Ha_0,Is_0,Ragl_1,Rome_1,0.249,0.331,0.42
Ha_0,Is_0,Nw_0,Pna_17,0.286,0.347,0.367
Ha_0,Is_0,Pla_0,Pna_17,0.292,0.194,0.514
Ha_0,Is_0,Pna_17,Tha_1,0.268,0.508,0.224
Ha_0,Is_0,Pna_17,Wt_5,0.256,0.541,0.203
Ha_0,Is_0,Pna_17,Rome_1,0.322,0.45,0.228
Ha_0,Is_0,Qar_8a,Tha_1,0.32,0.403,0.277
Ha_0,Is_0,Pla_0,Wa_1,0.351,0.287,0.363
Ha_0,Is_0,Nw_0,Yo_0,0.27,0.358,0.373
Ha_0,Is_0,Pna_17,Qar_8a,0.287,0.499,0.214
Ha_0,Is_0,Qar_8a,Tu_0,0.292,0.41,0.298
Ha_0,Is_0,Qar_8a,Rome_1,0.344,0.271,0.385
Ha_0,Is_0,Pna_17,Van_0,0.307,0.446,0.247
Ha_0,Is_0,Qar_8a,Uk_1,0.343,0.388,0.269
Ha_0,Is_0,Qar_8a,Uod_1,0.364,0.348,0.288
Ha_0,Is_0,Pna_17,Vind_1,0.326,0.425,0.249
Ha_0,Is_0,Pna_17,Wa_1,0.257,0.489,0.255
Ha_0,Is_0,Qar_8a,Yo_0,0.268,0.231,0.501
Ha_0,Is_0,Tha_1,Uod_1,0.293,0.304,0.403
Ha_0,Is_0,Qar_8a,Wa_1,0.367,0.321,0.312
Ha_0,Is_0,Ragl_1,Uod_1,0.322,0.356,0.323
Ha_0,Is_0,Pna_17,Yo_0,0.451,0.284,0.266
Ha_0,Is_0,Tha_1,Wt_5,0.305,0.34,0.354
Ha_0,Is_0,Qar_8a,Vind_1,0.322,0.26,0.418
Ha_0,Is_0,Tu_0,Wa_1,0.27,0.314,0.415
Ha_0,Is_0,Ragl_1,Van_0,0.264,0.317,0.42
Ha_0,Is_0,Rome_1,Uk_1,0.293,0.449,0.258
Ha_0,Is_0,Ragl_1,Vind_1,0.231,0.332,0.438
Ha_0,Is_0,Ragl_1,Wa_1,0.289,0.354,0.357
Ha_0,Is_0,Ragl_1,Uk_1,0.314,0.389,0.297
Ha_0,Is_0,Rome_1,Tha_1,0.296,0.45,0.254
Ha_0,Is_0,Ragl_1,Tha_1,0.243,0.438,0.319
Ha_0,Is_0,Qar_8a,Van_0,0.305,0.285,0.411
Ha_0,Is_0,Rome_1,Tu_0,0.264,0.473,0.263
Ha_0,Is_0,Tha_1,Van_0,0.275,0.261,0.465
Ha_0,Is_0,Qar_8a,Wt_5,0.321,0.394,0.285
Ha_0,Is_0,Rome_1,Uod_1,0.324,0.407,0.269
Ha_0,Is_0,Rome_1,Van_0,0.423,0.28,0.298
Ha_0,Is_0,Rome_1,Wt_5,0.294,0.448,0.258
Ha_0,Is_0,Ragl_1,Wt_5,0.265,0.434,0.301
Ha_0,Is_0,Tu_0,Van_0,0.264,0.253,0.483
Ha_0,Is_0,Vind_1,Yo_0,0.278,0.278,0.444
Ha_0,Is_0,Tu_0,Uk_1,0.267,0.366,0.366
Ha_0,Is_0,Ragl_1,Yo_0,0.25,0.253,0.498
Ha_0,Is_0,Rome_1,Vind_1,0.422,0.272,0.306
Ha_0,Is_0,Tha_1,Uk_1,0.259,0.343,0.398
Ha_0,Is_0,Rome_1,Yo_0,0.276,0.26,0.464
Ha_0,Is_0,Tha_1,Vind_1,0.278,0.24,0.482
Ha_0,Is_0,Ragl_1,Tu_0,0.214,0.437,0.349
Ha_0,Is_0,Uk_1,Uod_1,0.372,0.297,0.331
Ha_0,Is_0,Tha_1,Yo_0,0.239,0.242,0.519
Ha_0,Is_0,Tu_0,Yo_0,0.229,0.22,0.551
Ha_0,Is_0,Tu_0,Uod_1,0.293,0.324,0.383
Ha_0,Is_0,Rome_1,Wa_1,0.306,0.395,0.298
Ha_0,Is_0,Tu_0,Vind_1,0.259,0.244,0.497
Ha_0,Is_0,Uk_1,Van_0,0.272,0.267,0.461
Ha_0,Is_0,Tha_1,Tu_0,0.263,0.353,0.384
Ha_0,Is_0,Tu_0,Wt_5,0.3,0.357,0.342
Ha_0,Is_0,Uk_1,Yo_0,0.212,0.242,0.546
Ha_0,Is_0,Uk_1,Vind_1,0.265,0.258,0.477
Ha_0,Is_0,Uod_1,Vind_1,0.292,0.268,0.44
Ha_0,Is_0,Uk_1,Wa_1,0.334,0.289,0.377
Ha_0,Is_0,Uod_1,Yo_0,0.233,0.264,0.503
Ha_0,Is_0,Uk_1,Wt_5,0.307,0.349,0.344
Ha_0,Is_0,Uod_1,Wa_1,0.378,0.291,0.331
Ha_0,Is_0,Van_0,Yo_0,0.273,0.274,0.454
Ha_0,Is_0,Tha_1,Wa_1,0.328,0.265,0.407
Ha_0,Is_0,Uod_1,Van_0,0.292,0.282,0.426
Ha_0,Is_0,Vind_1,Wa_1,0.269,0.436,0.295
Ha_0,Is_0,Van_0,Wt_5,0.286,0.457,0.258
Ha_0,Is_0,Van_0,Wa_1,0.276,0.42,0.304
Ha_0,Jm_0,Kro_0,Wt_5,0.258,0.505,0.237
Ha_0,Is_0,Vind_1,Wt_5,0.282,0.476,0.241
Ha_0,Is_0,Van_0,Vind_1,0.447,0.266,0.287
Ha_0,Jm_0,Mnz_0,Pna_17,0.265,0.259,0.476
Ha_0,Is_0,Wt_5,Yo_0,0.225,0.232,0.543
Ha_0,Jm_0,Mnz_0,Ragl_1,0.364,0.263,0.372
Ha_0,Is_0,Wa_1,Wt_5,0.304,0.399,0.296
Ha_0,Jm_0,Kro_0,Mnz_0,0.273,0.486,0.241
Ha_0,Is_0,Uod_1,Wt_5,0.322,0.368,0.311
Ha_0,Jm_0,Kro_0,Qar_8a,0.239,0.529,0.232
Ha_0,Jm_0,Kro_0,Pla_0,0.24,0.525,0.235
Ha_0,Jm_0,Kro_0,Tu_0,0.263,0.497,0.24
Ha_0,Jm_0,Kro_0,Uk_1,0.21,0.559,0.231
Ha_0,Jm_0,Kro_0,Rome_1,0.261,0.504,0.235
Ha_0,Jm_0,Mnz_0,Wa_1,0.406,0.324,0.27
Ha_0,Jm_0,Kro_0,Tha_1,0.247,0.492,0.262
Ha_0,Jm_0,Kro_0,Van_0,0.251,0.494,0.255
Ha_0,Is_0,Wa_1,Yo_0,0.24,0.268,0.492
Ha_0,Jm_0,Kro_0,Uod_1,0.221,0.555,0.224
Ha_0,Jm_0,Mnz_0,Nw_0,0.243,0.231,0.526
Ha_0,Jm_0,Kro_0,Wa_1,0.229,0.538,0.233
Ha_0,Jm_0,Kro_0,Nw_0,0.339,0.312,0.349
Ha_0,Jm_0,Kro_0,Vind_1,0.229,0.507,0.264
Ha_0,Jm_0,Mnz_0,Tha_1,0.432,0.258,0.31
Ha_0,Jm_0,Mnz_0,Pla_0,0.394,0.312,0.294
Ha_0,Jm_0,Mnz_0,Uk_1,0.353,0.356,0.291
Ha_0,Jm_0,Kro_0,Ragl_1,0.304,0.438,0.258
Ha_0,Jm_0,Mnz_0,Rome_1,0.303,0.327,0.37
Ha_0,Jm_0,Kro_0,Pna_17,0.3,0.372,0.328
Ha_0,Jm_0,Mnz_0,Yo_0,0.267,0.243,0.49
Ha_0,Jm_0,Mnz_0,Uod_1,0.381,0.347,0.272
Ha_0,Jm_0,Mnz_0,Qar_8a,0.389,0.31,0.301
Ha_0,Jm_0,Mnz_0,Tu_0,0.389,0.298,0.312
Ha_0,Jm_0,Mnz_0,Van_0,0.296,0.302,0.402
Ha_0,Jm_0,Kro_0,Yo_0,0.322,0.344,0.334
Ha_0,Jm_0,Nw_0,Tu_0,0.227,0.534,0.239
Ha_0,Jm_0,Nw_0,Qar_8a,0.229,0.548,0.223
Ha_0,Jm_0,Nw_0,Tha_1,0.225,0.52,0.255
Ha_0,Jm_0,Pla_0,Pna_17,0.288,0.233,0.479
Ha_0,Jm_0,Qar_8a,Ragl_1,0.356,0.255,0.39
Ha_0,Jm_0,Pna_17,Vind_1,0.294,0.455,0.251
Ha_0,Jm_0,Qar_8a,Tha_1,0.4,0.27,0.33
Ha_0,Jm_0,Nw_0,Vind_1,0.2,0.525,0.275
Ha_0,Jm_0,Pla_0,Qar_8a,0.438,0.271,0.291
Ha_0,Jm_0,Nw_0,Pna_17,0.281,0.402,0.317
Ha_0,Jm_0,Nw_0,Uk_1,0.216,0.57,0.214
Ha_0,Jm_0,Nw_0,Wa_1,0.195,0.57,0.235
Ha_0,Jm_0,Nw_0,Uod_1,0.176,0.591,0.234
Ha_0,Jm_0,Nw_0,Van_0,0.213,0.523,0.264
Ha_0,Jm_0,Mnz_0,Vind_1,0.286,0.313,0.401
Ha_0,Jm_0,Nw_0,Ragl_1,0.306,0.449,0.245
Ha_0,Jm_0,Nw_0,Rome_1,0.238,0.533,0.229
Ha_0,Jm_0,Pla_0,Tu_0,0.381,0.3,0.319
Ha_0,Jm_0,Pla_0,Uk_1,0.377,0.34,0.283
Ha_0,Jm_0,Pla_0,Rome_1,0.349,0.294,0.356
Ha_0,Jm_0,Pla_0,Wa_1,0.36,0.335,0.305
Ha_0,Jm_0,Mnz_0,Wt_5,0.551,0.208,0.241
Ha_0,Jm_0,Pna_17,Tha_1,0.283,0.454,0.263
Ha_0,Jm_0,Pla_0,Wt_5,0.379,0.293,0.328
Ha_0,Jm_0,Nw_0,Pla_0,0.226,0.542,0.232
Ha_0,Jm_0,Qar_8a,Rome_1,0.332,0.315,0.353
Ha_0,Jm_0,Pla_0,Yo_0,0.263,0.231,0.507
Ha_0,Jm_0,Pla_0,Vind_1,0.312,0.283,0.405
Ha_0,Jm_0,Qar_8a,Yo_0,0.263,0.228,0.509
Ha_0,Jm_0,Pla_0,Van_0,0.346,0.27,0.384
Ha_0,Jm_0,Pla_0,Tha_1,0.409,0.267,0.324
Ha_0,Jm_0,Pna_17,Qar_8a,0.272,0.489,0.239
Ha_0,Jm_0,Pla_0,Uod_1,0.383,0.333,0.283
Ha_0,Jm_0,Pna_17,Rome_1,0.297,0.477,0.227
Ha_0,Jm_0,Pna_17,Uod_1,0.231,0.536,0.233
Ha_0,Jm_0,Pna_17,Wa_1,0.231,0.521,0.248
Ha_0,Jm_0,Pla_0,Ragl_1,0.384,0.242,0.374
Ha_0,Jm_0,Nw_0,Wt_5,0.24,0.528,0.232
Ha_0,Jm_0,Nw_0,Yo_0,0.298,0.379,0.323
Ha_0,Jm_0,Pna_17,Uk_1,0.225,0.528,0.247
Ha_0,Jm_0,Pna_17,Wt_5,0.267,0.488,0.246
Ha_0,Jm_0,Qar_8a,Wt_5,0.384,0.302,0.313
Ha_0,Jm_0,Pna_17,Ragl_1,0.277,0.434,0.289
Ha_0,Jm_0,Pna_17,Yo_0,0.451,0.26,0.289
Ha_0,Jm_0,Pna_17,Tu_0,0.235,0.508,0.257
Ha_0,Jm_0,Ragl_1,Wa_1,0.325,0.406,0.269
Ha_0,Jm_0,Qar_8a,Tu_0,0.366,0.324,0.31
Ha_0,Jm_0,Qar_8a,Uk_1,0.37,0.352,0.278
Ha_0,Jm_0,Qar_8a,Vind_1,0.31,0.294,0.396
Ha_0,Jm_0,Pna_17,Van_0,0.277,0.454,0.269
Ha_0,Jm_0,Qar_8a,Uod_1,0.382,0.344,0.274
Ha_0,Jm_0,Qar_8a,Wa_1,0.364,0.336,0.299
Ha_0,Jm_0,Ragl_1,Tu_0,0.312,0.395,0.292
Ha_0,Jm_0,Qar_8a,Van_0,0.293,0.3,0.407
Ha_0,Jm_0,Ragl_1,Uk_1,0.377,0.397,0.227
Ha_0,Jm_0,Ragl_1,Van_0,0.275,0.372,0.353
Ha_0,Jm_0,Ragl_1,Rome_1,0.264,0.402,0.334
Ha_0,Jm_0,Tha_1,Wt_5,0.415,0.292,0.294
Ha_0,Jm_0,Tu_0,Uk_1,0.347,0.355,0.298
Ha_0,Jm_0,Ragl_1,Vind_1,0.248,0.393,0.359
Ha_0,Jm_0,Tu_0,Wa_1,0.335,0.351,0.314
Ha_0,Jm_0,Ragl_1,Tha_1,0.357,0.361,0.282
Ha_0,Jm_0,Ragl_1,Yo_0,0.276,0.28,0.444
Ha_0,Jm_0,Rome_1,Tha_1,0.323,0.348,0.329
Ha_0,Jm_0,Rome_1,Tu_0,0.281,0.393,0.326
Ha_0,Jm_0,Tha_1,Uod_1,0.359,0.371,0.27
Ha_0,Jm_0,Ragl_1,Uod_1,0.354,0.405,0.241
Ha_0,Jm_0,Rome_1,Uod_1,0.283,0.419,0.298
Ha_0,Jm_0,Rome_1,Wt_5,0.308,0.364,0.327
Ha_0,Jm_0,Rome_1,Vind_1,0.392,0.271,0.337
Ha_0,Jm_0,Tha_1,Wa_1,0.398,0.348,0.253
Ha_0,Jm_0,Ragl_1,Wt_5,0.358,0.371,0.27
Ha_0,Jm_0,Tha_1,Vind_1,0.311,0.307,0.382
Ha_0,Jm_0,Vind_1,Wa_1,0.255,0.439,0.306
Ha_0,Jm_0,Tha_1,Uk_1,0.361,0.366,0.273
Ha_0,Jm_0,Tha_1,Tu_0,0.409,0.307,0.284
Ha_0,Jm_0,Rome_1,Wa_1,0.28,0.408,0.312
Ha_0,Jm_0,Tha_1,Yo_0,0.272,0.26,0.468
Ha_0,Jm_0,Tu_0,Vind_1,0.28,0.306,0.413
Ha_0,Jm_0,Tha_1,Van_0,0.31,0.305,0.386
Ha_0,Jm_0,Tu_0,Wt_5,0.417,0.291,0.292
Ha_0,Jm_0,Rome_1,Yo_0,0.269,0.229,0.502
Ha_0,Jm_0,Uk_1,Uod_1,0.376,0.312,0.312
Ha_0,Jm_0,Tu_0,Van_0,0.291,0.3,0.409
Ha_0,Jm_0,Uk_1,Wa_1,0.348,0.313,0.339
Ha_0,Jm_0,Tu_0,Uod_1,0.361,0.35,0.289
Ha_0,Jm_0,Rome_1,Uk_1,0.287,0.421,0.292
Ha_0,Jm_0,Uod_1,Wt_5,0.364,0.278,0.358
Ha_0,Jm_0,Tu_0,Yo_0,0.241,0.239,0.519
Ha_0,Jm_0,Rome_1,Van_0,0.394,0.272,0.334
Ha_0,Jm_0,Uk_1,Vind_1,0.254,0.28,0.466
Ha_0,Jm_0,Uk_1,Wt_5,0.366,0.276,0.358
Ha_0,Kro_0,Mnz_0,Vind_1,0.479,0.237,0.284
Ha_0,Jm_0,Uk_1,Yo_0,0.21,0.239,0.551
Ha_0,Jm_0,Uod_1,Van_0,0.262,0.287,0.452
Ha_0,Jm_0,Uod_1,Yo_0,0.213,0.229,0.558
Ha_0,Jm_0,Uod_1,Vind_1,0.263,0.28,0.457
Ha_0,Jm_0,Wa_1,Yo_0,0.221,0.245,0.534
Ha_0,Jm_0,Van_0,Wa_1,0.261,0.436,0.303
Ha_0,Jm_0,Van_0,Yo_0,0.254,0.264,0.482
Ha_0,Jm_0,Wa_1,Wt_5,0.365,0.285,0.35
Ha_0,Jm_0,Wt_5,Yo_0,0.244,0.25,0.506
Ha_0,Kro_0,Mnz_0,Pla_0,0.543,0.22,0.237
Ha_0,Jm_0,Van_0,Wt_5,0.287,0.414,0.298
Ha_0,Jm_0,Vind_1,Wt_5,0.306,0.404,0.29
Ha_0,Jm_0,Vind_1,Yo_0,0.271,0.254,0.475
Ha_0,Jm_0,Uk_1,Van_0,0.258,0.283,0.459
Ha_0,Kro_0,Mnz_0,Tu_0,0.517,0.243,0.239
Ha_0,Kro_0,Mnz_0,Tha_1,0.571,0.18,0.25
Ha_0,Kro_0,Mnz_0,Uod_1,0.536,0.219,0.245
Ha_0,Kro_0,Mnz_0,Uk_1,0.509,0.211,0.28
Ha_0,Kro_0,Mnz_0,Ragl_1,0.467,0.261,0.272
Ha_0,Kro_0,Nw_0,Uod_1,0.265,0.377,0.358
Ha_0,Jm_0,Uod_1,Wa_1,0.372,0.292,0.336
Ha_0,Kro_0,Nw_0,Van_0,0.272,0.37,0.357
Ha_0,Kro_0,Mnz_0,Wt_5,0.672,0.16,0.168
Ha_0,Kro_0,Mnz_0,Nw_0,0.313,0.306,0.38
Ha_0,Jm_0,Van_0,Vind_1,0.422,0.294,0.284
Ha_0,Kro_0,Nw_0,Wa_1,0.28,0.374,0.347
Ha_0,Kro_0,Mnz_0,Qar_8a,0.549,0.204,0.247
Ha_0,Kro_0,Mnz_0,Rome_1,0.486,0.244,0.269
Ha_0,Kro_0,Pla_0,Qar_8a,0.598,0.195,0.207
Ha_0,Kro_0,Pla_0,Uk_1,0.546,0.207,0.247
Ha_0,Kro_0,Pla_0,Uod_1,0.551,0.223,0.226
Ha_0,Kro_0,Mnz_0,Yo_0,0.353,0.298,0.349
Ha_0,Kro_0,Pla_0,Ragl_1,0.499,0.269,0.232
Ha_0,Kro_0,Qar_8a,Uk_1,0.555,0.204,0.241
Ha_0,Kro_0,Mnz_0,Van_0,0.47,0.246,0.284
Ha_0,Kro_0,Nw_0,Tu_0,0.299,0.39,0.312
Ha_0,Kro_0,Pla_0,Tha_1,0.556,0.209,0.235
Ha_0,Kro_0,Pla_0,Vind_1,0.531,0.223,0.246
Ha_0,Kro_0,Pla_0,Tu_0,0.543,0.24,0.217
Ha_0,Kro_0,Nw_0,Wt_5,0.317,0.369,0.313
Ha_0,Kro_0,Nw_0,Qar_8a,0.313,0.352,0.335
Ha_0,Kro_0,Pla_0,Wa_1,0.525,0.239,0.236
Ha_0,Kro_0,Nw_0,Yo_0,0.296,0.365,0.338
Ha_0,Kro_0,Mnz_0,Wa_1,0.526,0.222,0.251
Ha_0,Kro_0,Nw_0,Rome_1,0.313,0.369,0.318
Ha_0,Kro_0,Nw_0,Tha_1,0.299,0.341,0.359
Ha_0,Kro_0,Pla_0,Wt_5,0.548,0.235,0.218
Ha_0,Kro_0,Nw_0,Ragl_1,0.354,0.356,0.289
Ha_0,Kro_0,Nw_0,Uk_1,0.321,0.328,0.35
Ha_0,Kro_0,Mnz_0,Pna_17,0.38,0.281,0.338
Ha_0,Kro_0,Nw_0,Vind_1,0.278,0.366,0.355
Ha_0,Kro_0,Pla_0,Pna_17,0.412,0.29,0.299
Ha_0,Kro_0,Qar_8a,Rome_1,0.538,0.244,0.219
Ha_0,Kro_0,Pna_17,Uk_1,0.37,0.294,0.336
Ha_0,Kro_0,Pna_17,Rome_1,0.408,0.325,0.267
Ha_0,Kro_0,Qar_8a,Uod_1,0.567,0.214,0.219
Ha_0,Kro_0,Rome_1,Uod_1,0.51,0.229,0.261
Ha_0,Kro_0,Qar_8a,Tha_1,0.562,0.207,0.232
Ha_0,Kro_0,Nw_0,Pna_17,0.301,0.357,0.342
Ha_0,Kro_0,Rome_1,Vind_1,0.527,0.21,0.263
Ha_0,Kro_0,Qar_8a,Tu_0,0.542,0.248,0.21
Ha_0,Kro_0,Pna_17,Yo_0,0.46,0.271,0.269
Ha_0,Kro_0,Tha_1,Tu_0,0.53,0.269,0.202
Ha_0,Kro_0,Nw_0,Pla_0,0.311,0.362,0.327
Ha_0,Kro_0,Qar_8a,Van_0,0.502,0.252,0.246
Ha_0,Kro_0,Pna_17,Ragl_1,0.347,0.357,0.296
Ha_0,Kro_0,Pla_0,Rome_1,0.537,0.245,0.218
Ha_0,Kro_0,Pla_0,Yo_0,0.378,0.297,0.325
Ha_0,Kro_0,Qar_8a,Ragl_1,0.476,0.278,0.246
Ha_0,Kro_0,Pla_0,Van_0,0.532,0.238,0.231
Ha_0,Kro_0,Qar_8a,Vind_1,0.519,0.225,0.256
Ha_0,Kro_0,Qar_8a,Wt_5,0.557,0.235,0.209
Ha_0,Kro_0,Qar_8a,Wa_1,0.551,0.227,0.221
Ha_0,Kro_0,Pna_17,Tu_0,0.343,0.351,0.306
Ha_0,Kro_0,Pna_17,Uod_1,0.385,0.315,0.3
Ha_0,Kro_0,Pna_17,Van_0,0.388,0.315,0.297
Ha_0,Kro_0,Pna_17,Tha_1,0.394,0.282,0.323
Ha_0,Kro_0,Pna_17,Qar_8a,0.403,0.303,0.294
Ha_0,Kro_0,Pna_17,Wa_1,0.363,0.323,0.314
Ha_0,Kro_0,Ragl_1,Uk_1,0.489,0.219,0.292
Ha_0,Kro_0,Ragl_1,Tha_1,0.479,0.233,0.288
Ha_0,Kro_0,Ragl_1,Uod_1,0.463,0.254,0.283
Ha_0,Kro_0,Tha_1,Wt_5,0.545,0.253,0.202
Ha_0,Kro_0,Ragl_1,Tu_0,0.436,0.289,0.275
Ha_0,Kro_0,Tu_0,Uk_1,0.511,0.214,0.275
Ha_0,Kro_0,Ragl_1,Vind_1,0.397,0.262,0.34
Ha_0,Kro_0,Ragl_1,Wt_5,0.466,0.265,0.27
Ha_0,Kro_0,Rome_1,Tha_1,0.512,0.223,0.265
Ha_0,Kro_0,Ragl_1,Rome_1,0.404,0.288,0.308
Ha_0,Kro_0,Rome_1,Tu_0,0.479,0.259,0.262
Ha_0,Kro_0,Ragl_1,Van_0,0.413,0.276,0.31
Ha_0,Kro_0,Rome_1,Uk_1,0.502,0.22,0.279
Ha_0,Kro_0,Rome_1,Wt_5,0.5,0.243,0.257
Ha_0,Kro_0,Pna_17,Wt_5,0.391,0.33,0.279
Ha_0,Kro_0,Rome_1,Wa_1,0.493,0.239,0.268
Ha_0,Kro_0,Tha_1,Wa_1,0.535,0.247,0.219
Ha_0,Kro_0,Ragl_1,Yo_0,0.335,0.309,0.356
Ha_0,Kro_0,Pna_17,Vind_1,0.422,0.279,0.299
Ha_0,Kro_0,Tha_1,Uod_1,0.543,0.245,0.213
Ha_0,Kro_0,Tha_1,Vind_1,0.507,0.246,0.247
Ha_0,Kro_0,Ragl_1,Wa_1,0.455,0.259,0.286
Ha_0,Kro_0,Tha_1,Van_0,0.492,0.266,0.243
Ha_0,Kro_0,Tu_0,Van_0,0.473,0.253,0.274
Ha_0,Kro_0,Qar_8a,Yo_0,0.383,0.3,0.317
Ha_0,Kro_0,Tu_0,Vind_1,0.474,0.233,0.293
Ha_0,Kro_0,Tu_0,Wt_5,0.528,0.23,0.241
Ha_0,Kro_0,Vind_1,Wt_5,0.49,0.282,0.229
Ha_0,Kro_0,Tha_1,Uk_1,0.525,0.228,0.247
Ha_0,Kro_0,Tu_0,Wa_1,0.507,0.224,0.269
